Car ID,Brand,Model,Year,Color,Mileage,Price,Location
950,Toyota,Camry,2019,White,55000,12000,Los Angeles
951,Honda,Civic,2016,Blue,50000,15000,New York
952,Ford,Focus,2015,Silver,40000,17000,Chicago
953,Chevrolet,Cruze,2019,Red,60000,14000,Miami
954,Hyundai,Elantra,2015,Black,55000,12000,San Francisco
955,Toyota,Corolla,2019,Gray,50000,15000,Dallas
956,Honda,Accord,2015,White,40000,17000,Atlanta
957,Ford,Mustang,2020,Yellow,35000,14000,Phoenix
958,Chevrolet,Impala,2017,Black,70000,12000,Houston
959,Hyundai,Sonata,2020,Blue,55000,15000,Seattle
960,Toyota,Rav17,2015,Gray,50000,17000,Los Angeles
961,Honda,CR-V,2015,Red,40000,14000,New York
962,Ford,Escape,2019,White,45000,16000,Chicago
963,Chevrolet,Equinox,2017,Black,35000,18000,Miami
964,Hyundai,Kona,2018,Blue,60000,19000,San Francisco
965,Toyota,Highlander,2017,Silver,50000,18000,Dallas
966,Honda,Pilot,2019,Gray,40000,22000,Atlanta
967,Ford,Explorer,2019,White,35000,25000,Phoenix
968,Chevrolet,Traverse,2018,Black,70000,18000,Houston
969,Hyundai,Santa Fe,2018,Red,55000,19000,Seattle
970,Toyota,4Runner,2020,Silver,50000,17000,Los Angeles
971,Honda,Odyssey,2017,White,45000,16000,New York
972,Ford,Edge,2017,Blue,40000,18000,Chicago
973,Chevrolet,Tahoe,2016,Black,35000,20000,Miami
974,Hyundai,Palisade,2017,Silver,55000,19000,San Francisco
975,Toyota,Sienna,2017,Red,50000,23000,Dallas
976,Honda,Fit,2019,Gray,40000,21000,Atlanta
977,Ford,Fusion,2019,White,35000,24000,Phoenix
978,Chevrolet,Malibu,2018,Blue,70000,20000,Houston
979,Hyundai,Venue,2015,Silver,55000,22000,Seattle
980,Toyota,Yaris,2019,Black,50000,24000,Los Angeles
981,Honda,HR-V,2017,White,45000,23000,New York
982,Ford,EcoSport,2015,Red,40000,27000,Chicago
983,Chevrolet,Spark,2018,Blue,35000,25000,Miami
984,Hyundai,Accent,2020,Silver,70000,28000,San Francisco
985,Toyota,Prius,2019,Gray,55000,22000,Dallas
986,Honda,Civic,2016,White,50000,21000,Atlanta
987,Ford,Fiesta,2017,Blue,45000,26000,Phoenix
988,Chevrolet,Cruze,2018,Black,30000,29000,Houston
989,Hyundai,Elantra,2019,Red,35000,27000,Seattle
990,Toyota,Camry,2017,Silver,55000,12000,Los Angeles
991,Honda,Accord,2019,White,50000,15000,New York
992,Ford,Mustang,2016,Blue,40000,17000,Chicago
993,Chevrolet,Camaro,2019,Red,60000,14000,Miami
994,Hyundai,Genesis,2019,Black,55000,12000,San Francisco
995,Toyota,Avalon,2016,Silver,45000,18000,Dallas
996,Honda,Civic,2020,Gray,35000,16000,Atlanta
997,Ford,Fusion,2018,White,55000,14000,Phoenix
998,Chevrolet,Impala,2016,Blue,60000,12000,Houston
999,Hyundai,Sonata,2020,Red,40000,15000,Seattle
1000,Toyota,Corolla,2017,Silver,25000,19000,Los Angeles
1001,Honda,CR-V,2020,White,30000,18000,New York
1002,Ford,Escape,2016,Blue,65000,22000,Chicago
1003,Chevrolet,Equinox,2018,Black,55000,16000,Miami
1004,Hyundai,Tucson,2020,Red,50000,14000,San Francisco
1005,Toyota,Rav17,2016,Gray,55000,19000,Dallas
1006,Honda,Pilot,2015,White,30000,23000,Atlanta
1007,Ford,Explorer,2017,Blue,40000,21000,Phoenix
1008,Chevrolet,Traverse,2018,Black,45000,18000,Houston
1009,Hyundai,Santa Fe,2017,Red,35000,20000,Seattle
1010,Toyota,4Runner,2015,Silver,60000,25000,Los Angeles
1011,Honda,Odyssey,2016,White,55000,24000,New York
1012,Ford,Edge,2020,Blue,50000,23000,Chicago
1013,Chevrolet,Tahoe,2020,Black,35000,28000,Miami
1014,Hyundai,Palisade,2017,Silver,40000,25000,San Francisco
1015,Toyota,Sienna,2016,Red,70000,27000,Dallas
1016,Honda,Fit,2018,Gray,55000,22000,Atlanta
1017,Ford,Fusion,2016,White,50000,21000,Phoenix
1018,Chevrolet,Malibu,2019,Blue,45000,26000,Houston
1019,Hyundai,Venue,2017,Silver,30000,29000,Seattle
1020,Toyota,Yaris,2017,Black,35000,27000,Los Angeles
1021,Toyota,Camry,2019,White,55000,12000,Los Angeles
1022,Honda,Civic,2020,Blue,50000,15000,New York
1023,Toyota,Camry,2016,White,40000,17000,Los Angeles
1024,Honda,Civic,2017,Blue,60000,14000,New York
1025,Ford,Focus,2018,Silver,55000,12000,Chicago
1026,Chevrolet,Cruze,2016,Red,50000,15000,Miami
1027,Hyundai,Elantra,2015,Black,40000,17000,San Francisco
1028,Toyota,Corolla,2015,Gray,35000,14000,Dallas
1029,Honda,Accord,2017,White,70000,12000,Atlanta
1030,Ford,Mustang,2018,Yellow,55000,15000,Phoenix
1031,Chevrolet,Impala,2017,Black,50000,17000,Houston
1032,Hyundai,Sonata,2016,Blue,40000,14000,Seattle
1033,Toyota,Rav18,2015,Gray,45000,16000,Los Angeles
1034,Honda,CR-V,2015,Red,35000,18000,New York
1035,Ford,Escape,2019,White,60000,19000,Chicago
1036,Chevrolet,Equinox,2018,Black,50000,18000,Miami
1037,Hyundai,Kona,2015,Blue,40000,22000,San Francisco
1038,Toyota,Highlander,2020,Silver,35000,25000,Dallas
1039,Honda,Pilot,2016,Gray,70000,18000,Atlanta
1040,Ford,Explorer,2017,White,55000,19000,Phoenix
1041,Chevrolet,Traverse,2018,Black,50000,17000,Houston
1042,Hyundai,Santa Fe,2019,Red,45000,16000,Seattle
1043,Toyota,4Runner,2020,Silver,40000,18000,Los Angeles
1044,Honda,Odyssey,2015,White,35000,20000,New York
1045,Ford,Edge,2015,Blue,55000,19000,Chicago
1046,Chevrolet,Tahoe,2015,Black,50000,23000,Miami
1047,Hyundai,Palisade,2016,Silver,40000,21000,San Francisco
1048,Toyota,Sienna,2015,Red,35000,24000,Dallas
1049,Honda,Fit,2016,Gray,70000,20000,Atlanta
1050,Ford,Fusion,2016,White,55000,22000,Phoenix
1051,Chevrolet,Malibu,2017,Blue,50000,24000,Houston
1052,Hyundai,Venue,2019,Silver,45000,23000,Seattle
1053,Toyota,Yaris,2019,Black,40000,27000,Los Angeles
1054,Honda,HR-V,2019,White,35000,25000,New York
1055,Ford,EcoSport,2016,Red,70000,28000,Chicago
1056,Chevrolet,Spark,2016,Blue,55000,22000,Miami
1057,Hyundai,Accent,2015,Silver,50000,21000,San Francisco
1058,Toyota,Prius,2018,Gray,45000,26000,Dallas
1059,Honda,Civic,2018,White,30000,29000,Atlanta
1060,Ford,Fiesta,2015,Blue,35000,27000,Phoenix
1061,Chevrolet,Cruze,2018,Black,55000,12000,Houston
1062,Hyundai,Elantra,2018,Red,50000,15000,Seattle
1063,Toyota,Camry,2015,Silver,40000,17000,Los Angeles
1064,Honda,Accord,2018,White,60000,14000,New York
1065,Ford,Mustang,2016,Blue,55000,12000,Chicago
1066,Chevrolet,Camaro,2015,Red,45000,18000,Miami
1067,Hyundai,Genesis,2019,Black,35000,16000,San Francisco
1068,Toyota,Avalon,2020,Silver,55000,14000,Dallas
1069,Honda,Civic,2015,Gray,60000,12000,Atlanta
1070,Ford,Fusion,2017,White,40000,15000,Phoenix
1071,Chevrolet,Impala,2015,Blue,25000,19000,Houston
1072,Hyundai,Sonata,2017,Red,30000,18000,Seattle
1073,Toyota,Corolla,2015,Silver,65000,22000,Los Angeles
1074,Honda,CR-V,2019,White,55000,16000,New York
1075,Ford,Escape,2017,Blue,50000,14000,Chicago
1076,Chevrolet,Equinox,2019,Black,55000,19000,Miami
1077,Hyundai,Tucson,2019,Red,30000,23000,San Francisco
1078,Toyota,Rav18,2015,Gray,40000,21000,Dallas
1079,Honda,Pilot,2020,White,45000,18000,Atlanta
1080,Ford,Explorer,2018,Blue,35000,20000,Phoenix
1081,Chevrolet,Traverse,2020,Black,60000,25000,Houston
1082,Hyundai,Santa Fe,2019,Red,55000,24000,Seattle
1083,Toyota,4Runner,2017,Silver,50000,23000,Los Angeles
1084,Honda,Odyssey,2016,White,35000,28000,New York
1085,Ford,Edge,2020,Blue,40000,25000,Chicago
1086,Chevrolet,Tahoe,2020,Black,70000,27000,Miami
1087,Hyundai,Palisade,2018,Silver,55000,22000,San Francisco
1088,Toyota,Sienna,2017,Red,50000,21000,Dallas
1089,Honda,Fit,2019,Gray,45000,26000,Atlanta
1090,Ford,Fusion,2015,White,30000,29000,Phoenix
1091,Chevrolet,Malibu,2015,Blue,35000,27000,Houston
1092,Hyundai,Venue,2018,Silver,55000,12000,Seattle
1093,Toyota,Yaris,2017,Black,50000,15000,Los Angeles
1094,Toyota,Camry,2020,White,40000,17000,Los Angeles
1095,Honda,Civic,2015,Blue,60000,14000,New York
1096,Toyota,Camry,2018,White,55000,12000,Los Angeles
1097,Honda,Civic,2020,Blue,50000,15000,New York
1098,Ford,Focus,2019,Silver,40000,17000,Chicago
1099,Chevrolet,Cruze,2017,Red,35000,14000,Miami
1100,Hyundai,Elantra,2018,Black,70000,12000,San Francisco
1101,Toyota,Corolla,2017,Gray,55000,15000,Dallas
1102,Honda,Accord,2015,White,50000,17000,Atlanta
1103,Ford,Mustang,2019,Yellow,40000,14000,Phoenix
1104,Chevrolet,Impala,2016,Black,45000,16000,Houston
1105,Hyundai,Sonata,2019,Blue,35000,18000,Seattle
1106,Toyota,Rav19,2018,Gray,60000,19000,Los Angeles
1107,Honda,CR-V,2017,Red,50000,18000,New York
1108,Ford,Escape,2020,White,40000,22000,Chicago
1109,Chevrolet,Equinox,2019,Black,35000,25000,Miami
1110,Hyundai,Kona,2016,Blue,70000,18000,San Francisco
1111,Toyota,Highlander,2015,Silver,55000,19000,Dallas
1112,Honda,Pilot,2015,Gray,50000,17000,Atlanta
1113,Ford,Explorer,2018,White,45000,16000,Phoenix
1114,Chevrolet,Traverse,2016,Black,40000,18000,Houston
1115,Hyundai,Santa Fe,2018,Red,35000,20000,Seattle
1116,Toyota,4Runner,2016,Silver,55000,19000,Los Angeles
1117,Honda,Odyssey,2015,White,50000,23000,New York
1118,Ford,Edge,2017,Blue,40000,21000,Chicago
1119,Chevrolet,Tahoe,2019,Black,35000,24000,Miami
1120,Hyundai,Palisade,2018,Silver,70000,20000,San Francisco
1121,Toyota,Sienna,2018,Red,55000,22000,Dallas
1122,Honda,Fit,2019,Gray,50000,24000,Atlanta
1123,Ford,Fusion,2016,White,45000,23000,Phoenix
1124,Chevrolet,Malibu,2015,Blue,40000,27000,Houston
1125,Hyundai,Venue,2018,Silver,35000,25000,Seattle
1126,Toyota,Yaris,2017,Black,70000,28000,Los Angeles
1127,Honda,HR-V,2015,White,55000,22000,New York
1128,Ford,EcoSport,2017,Red,50000,21000,Chicago
1129,Chevrolet,Spark,2017,Blue,45000,26000,Miami
1130,Hyundai,Accent,2016,Silver,30000,29000,San Francisco
1131,Toyota,Prius,2017,Gray,35000,27000,Dallas
1132,Honda,Civic,2019,White,55000,12000,Atlanta
1133,Ford,Fiesta,2019,Blue,50000,15000,Phoenix
1134,Chevrolet,Cruze,2016,Black,40000,17000,Houston
1135,Hyundai,Elantra,2020,Red,60000,14000,Seattle
1136,Toyota,Camry,2018,Silver,55000,12000,Los Angeles
1137,Honda,Accord,2017,White,45000,18000,New York
1138,Ford,Mustang,2016,Blue,35000,16000,Chicago
1139,Chevrolet,Camaro,2019,Red,55000,14000,Miami
1140,Hyundai,Genesis,2018,Black,60000,12000,San Francisco
1141,Toyota,Avalon,2017,Silver,40000,15000,Dallas
1142,Honda,Civic,2016,Gray,25000,19000,Atlanta
1143,Ford,Fusion,2017,White,30000,18000,Phoenix
1144,Chevrolet,Impala,2019,Blue,65000,22000,Houston
1145,Hyundai,Sonata,2018,Red,55000,16000,Seattle
1146,Toyota,Corolla,2020,Silver,50000,14000,Los Angeles
1147,Honda,CR-V,2020,White,55000,19000,New York
1148,Ford,Escape,2018,Blue,30000,23000,Chicago
1149,Chevrolet,Equinox,2015,Black,40000,21000,Miami
1150,Hyundai,Tucson,2019,Red,45000,18000,San Francisco
1151,Toyota,Rav19,2019,Gray,35000,20000,Dallas
1152,Honda,Pilot,2018,White,60000,25000,Atlanta
1153,Ford,Explorer,2015,Blue,55000,24000,Phoenix
1154,Chevrolet,Traverse,2020,Black,50000,23000,Houston
1155,Hyundai,Santa Fe,2018,Red,35000,28000,Seattle
1156,Toyota,4Runner,2017,Silver,40000,25000,Los Angeles
1157,Honda,Odyssey,2015,White,70000,27000,New York
1158,Ford,Edge,2020,Blue,55000,22000,Chicago
1159,Chevrolet,Tahoe,2019,Black,50000,21000,Miami
1160,Hyundai,Palisade,2017,Silver,45000,26000,San Francisco
1161,Toyota,Sienna,2019,Red,30000,29000,Dallas
1162,Honda,Fit,2015,Gray,35000,27000,Atlanta
1163,Ford,Fusion,2016,White,55000,12000,Phoenix
1164,Chevrolet,Malibu,2016,Blue,50000,15000,Houston
1165,Hyundai,Venue,2017,Silver,40000,17000,Seattle
1166,Toyota,Yaris,2016,Black,60000,14000,Los Angeles
1167,Toyota,Camry,2016,White,55000,12000,Los Angeles
1168,Honda,Civic,2020,Blue,50000,15000,New York
1169,Toyota,Camry,2019,White,40000,17000,Los Angeles
1170,Honda,Civic,2016,Blue,35000,14000,New York
1171,Ford,Focus,2017,Silver,70000,12000,Chicago
1172,Chevrolet,Cruze,2020,Red,55000,15000,Miami
1173,Hyundai,Elantra,2016,Black,50000,17000,San Francisco
1174,Toyota,Corolla,2019,Gray,40000,14000,Dallas
1175,Honda,Accord,2015,White,45000,16000,Atlanta
1176,Ford,Mustang,2018,Yellow,35000,18000,Phoenix
1177,Chevrolet,Impala,2015,Black,60000,19000,Houston
1178,Hyundai,Sonata,2018,Blue,50000,18000,Seattle
1179,Toyota,Rav20,2020,Gray,40000,22000,Los Angeles
1180,Honda,CR-V,2016,Red,35000,25000,New York
1181,Ford,Escape,2015,White,70000,18000,Chicago
1182,Chevrolet,Equinox,2020,Black,55000,19000,Miami
1183,Hyundai,Kona,2016,Blue,50000,17000,San Francisco
1184,Toyota,Highlander,2017,Silver,45000,16000,Dallas
1185,Honda,Pilot,2019,Gray,40000,18000,Atlanta
1186,Ford,Explorer,2017,White,35000,20000,Phoenix
1187,Chevrolet,Traverse,2019,Black,55000,19000,Houston
1188,Hyundai,Santa Fe,2019,Red,50000,23000,Seattle
1189,Toyota,4Runner,2020,Silver,40000,21000,Los Angeles
1190,Honda,Odyssey,2015,White,35000,24000,New York
1191,Ford,Edge,2018,Blue,70000,20000,Chicago
1192,Chevrolet,Tahoe,2017,Black,55000,22000,Miami
1193,Hyundai,Palisade,2016,Silver,50000,24000,San Francisco
1194,Toyota,Sienna,2020,Red,45000,23000,Dallas
1195,Honda,Fit,2019,Gray,40000,27000,Atlanta
1196,Ford,Fusion,2015,White,35000,25000,Phoenix
1197,Chevrolet,Malibu,2017,Blue,70000,28000,Houston
1198,Hyundai,Venue,2018,Silver,55000,22000,Seattle
1199,Toyota,Yaris,2016,Black,50000,21000,Los Angeles
1200,Honda,HR-V,2019,White,45000,26000,New York
1201,Ford,EcoSport,2020,Red,30000,29000,Chicago
1202,Chevrolet,Spark,2017,Blue,35000,27000,Miami
1203,Hyundai,Accent,2017,Silver,55000,12000,San Francisco
1204,Toyota,Prius,2020,Gray,50000,15000,Dallas
1205,Honda,Civic,2018,White,40000,17000,Atlanta
1206,Ford,Fiesta,2015,Blue,60000,14000,Phoenix
1207,Chevrolet,Cruze,2020,Black,55000,12000,Houston
1208,Hyundai,Elantra,2017,Red,45000,18000,Seattle
1209,Toyota,Camry,2016,Silver,35000,16000,Los Angeles
1210,Honda,Accord,2016,White,55000,14000,New York
1211,Ford,Mustang,2020,Blue,60000,12000,Chicago
1212,Chevrolet,Camaro,2020,Red,40000,15000,Miami
1213,Hyundai,Genesis,2020,Black,25000,19000,San Francisco
1214,Toyota,Avalon,2016,Silver,30000,18000,Dallas
1215,Honda,Civic,2016,Gray,65000,22000,Atlanta
1216,Ford,Fusion,2018,White,55000,16000,Phoenix
1217,Chevrolet,Impala,2018,Blue,50000,14000,Houston
1218,Hyundai,Sonata,2017,Red,55000,19000,Seattle
1219,Toyota,Corolla,2018,Silver,30000,23000,Los Angeles
1220,Honda,CR-V,2018,White,40000,21000,New York
1221,Ford,Escape,2017,Blue,45000,18000,Chicago
1222,Chevrolet,Equinox,2018,Black,35000,20000,Miami
1223,Hyundai,Tucson,2017,Red,60000,25000,San Francisco
1224,Toyota,Rav20,2015,Gray,55000,24000,Dallas
1225,Honda,Pilot,2018,White,50000,23000,Atlanta
1226,Ford,Explorer,2015,Blue,35000,28000,Phoenix
1227,Chevrolet,Traverse,2020,Black,40000,25000,Houston
1228,Hyundai,Santa Fe,2020,Red,70000,27000,Seattle
1229,Toyota,4Runner,2017,Silver,55000,22000,Los Angeles
1230,Honda,Odyssey,2017,White,50000,21000,New York
1231,Ford,Edge,2018,Blue,45000,26000,Chicago
1232,Chevrolet,Tahoe,2019,Black,30000,29000,Miami
1233,Hyundai,Palisade,2019,Silver,35000,27000,San Francisco
1234,Toyota,Sienna,2016,Red,55000,12000,Dallas
1235,Honda,Fit,2015,Gray,50000,15000,Atlanta
1236,Ford,Fusion,2020,White,40000,17000,Phoenix
1237,Chevrolet,Malibu,2015,Blue,60000,14000,Houston
1238,Hyundai,Venue,2017,Silver,55000,12000,Seattle
1239,Toyota,Yaris,2018,Black,50000,15000,Los Angeles
1240,Toyota,Camry,2017,White,40000,17000,Los Angeles
1241,Honda,Civic,2020,Blue,35000,14000,New York
1242,Toyota,Camry,2020,White,70000,12000,Los Angeles
1243,Honda,Civic,2018,Blue,55000,15000,New York
1244,Ford,Focus,2018,Silver,50000,17000,Chicago
1245,Chevrolet,Cruze,2020,Red,40000,14000,Miami
1246,Hyundai,Elantra,2020,Black,45000,16000,San Francisco
1247,Toyota,Corolla,2015,Gray,35000,18000,Dallas
1248,Honda,Accord,2017,White,60000,19000,Atlanta
1249,Ford,Mustang,2015,Yellow,50000,18000,Phoenix
1250,Chevrolet,Impala,2018,Black,40000,22000,Houston
1251,Hyundai,Sonata,2017,Blue,35000,25000,Seattle
1252,Toyota,Rav21,2019,Gray,70000,18000,Los Angeles
1253,Honda,CR-V,2018,Red,55000,19000,New York
1254,Ford,Escape,2016,White,50000,17000,Chicago
1255,Chevrolet,Equinox,2015,Black,45000,16000,Miami
1256,Hyundai,Kona,2017,Blue,40000,18000,San Francisco
1257,Toyota,Highlander,2017,Silver,35000,20000,Dallas
1258,Honda,Pilot,2017,Gray,55000,19000,Atlanta
1259,Ford,Explorer,2016,White,50000,23000,Phoenix
1260,Chevrolet,Traverse,2015,Black,40000,21000,Houston
1261,Hyundai,Santa Fe,2018,Red,35000,24000,Seattle
1262,Toyota,4Runner,2016,Silver,70000,20000,Los Angeles
1263,Honda,Odyssey,2020,White,55000,22000,New York
1264,Ford,Edge,2018,Blue,50000,24000,Chicago
1265,Chevrolet,Tahoe,2015,Black,45000,23000,Miami
1266,Hyundai,Palisade,2019,Silver,40000,27000,San Francisco
1267,Toyota,Sienna,2018,Red,35000,25000,Dallas
1268,Honda,Fit,2016,Gray,70000,28000,Atlanta
1269,Ford,Fusion,2018,White,55000,22000,Phoenix
1270,Chevrolet,Malibu,2019,Blue,50000,21000,Houston
1271,Hyundai,Venue,2020,Silver,45000,26000,Seattle
1272,Toyota,Yaris,2015,Black,30000,29000,Los Angeles
1273,Honda,HR-V,2020,White,35000,27000,New York
1274,Ford,EcoSport,2017,Red,55000,12000,Chicago
1275,Chevrolet,Spark,2015,Blue,50000,15000,Miami
1276,Hyundai,Accent,2018,Silver,40000,17000,San Francisco
1277,Toyota,Prius,2016,Gray,60000,14000,Dallas
1278,Honda,Civic,2016,White,55000,12000,Atlanta
1279,Ford,Fiesta,2018,Blue,45000,18000,Phoenix
1280,Chevrolet,Cruze,2016,Black,35000,16000,Houston
1281,Hyundai,Elantra,2016,Red,55000,14000,Seattle
1282,Toyota,Camry,2015,Silver,60000,12000,Los Angeles
1283,Honda,Accord,2018,White,40000,15000,New York
1284,Ford,Mustang,2015,Blue,25000,19000,Chicago
1285,Chevrolet,Camaro,2015,Red,30000,18000,Miami
1286,Hyundai,Genesis,2019,Black,65000,22000,San Francisco
1287,Toyota,Avalon,2020,Silver,55000,16000,Dallas
1288,Honda,Civic,2019,Gray,50000,14000,Atlanta
1289,Ford,Fusion,2015,White,55000,19000,Phoenix
1290,Chevrolet,Impala,2019,Blue,30000,23000,Houston
1291,Hyundai,Sonata,2018,Red,40000,21000,Seattle
1292,Toyota,Corolla,2018,Silver,45000,18000,Los Angeles
1293,Honda,CR-V,2019,White,35000,20000,New York
1294,Ford,Escape,2020,Blue,60000,25000,Chicago
1295,Chevrolet,Equinox,2020,Black,55000,24000,Miami
1296,Hyundai,Tucson,2019,Red,50000,23000,San Francisco
1297,Toyota,Rav21,2019,Gray,35000,28000,Dallas
1298,Honda,Pilot,2015,White,40000,25000,Atlanta
1299,Ford,Explorer,2016,Blue,70000,27000,Phoenix
1300,Chevrolet,Traverse,2020,Black,55000,22000,Houston
1301,Hyundai,Santa Fe,2018,Red,50000,21000,Seattle
1302,Toyota,4Runner,2015,Silver,45000,26000,Los Angeles
1303,Honda,Odyssey,2015,White,30000,29000,New York
1304,Ford,Edge,2015,Blue,35000,27000,Chicago
1305,Chevrolet,Tahoe,2020,Black,55000,12000,Miami
1306,Hyundai,Palisade,2018,Silver,50000,15000,San Francisco
1307,Toyota,Sienna,2019,Red,40000,17000,Dallas
1308,Honda,Fit,2018,Gray,60000,14000,Atlanta
1309,Ford,Fusion,2019,White,55000,12000,Phoenix
1310,Chevrolet,Malibu,2017,Blue,50000,15000,Houston
1311,Hyundai,Venue,2020,Silver,40000,17000,Seattle
1312,Toyota,Yaris,2019,Black,35000,14000,Los Angeles
1313,Toyota,Camry,2015,White,70000,12000,Los Angeles
1314,Honda,Civic,2019,Blue,55000,15000,New York
1315,Toyota,Camry,2020,White,50000,17000,Los Angeles
1316,Honda,Civic,2015,Blue,40000,14000,New York
1317,Ford,Focus,2017,Silver,45000,16000,Chicago
1318,Chevrolet,Cruze,2018,Red,35000,18000,Miami
1319,Hyundai,Elantra,2019,Black,60000,19000,San Francisco
1320,Toyota,Corolla,2020,Gray,50000,18000,Dallas
1321,Honda,Accord,2016,White,40000,22000,Atlanta
1322,Ford,Mustang,2016,Yellow,35000,25000,Phoenix
1323,Chevrolet,Impala,2020,Black,70000,18000,Houston
1324,Hyundai,Sonata,2015,Blue,55000,19000,Seattle
1325,Toyota,Rav22,2015,Gray,50000,17000,Los Angeles
1326,Honda,CR-V,2020,Red,45000,16000,New York
1327,Ford,Escape,2018,White,40000,18000,Chicago
1328,Chevrolet,Equinox,2017,Black,35000,20000,Miami
1329,Hyundai,Kona,2017,Blue,55000,19000,San Francisco
1330,Toyota,Highlander,2020,Silver,50000,23000,Dallas
1331,Honda,Pilot,2015,Gray,40000,21000,Atlanta
1332,Ford,Explorer,2018,White,35000,24000,Phoenix
1333,Chevrolet,Traverse,2020,Black,70000,20000,Houston
1334,Hyundai,Santa Fe,2019,Red,55000,22000,Seattle
1335,Toyota,4Runner,2015,Silver,50000,24000,Los Angeles
1336,Honda,Odyssey,2016,White,45000,23000,New York
1337,Ford,Edge,2019,Blue,40000,27000,Chicago
1338,Chevrolet,Tahoe,2018,Black,35000,25000,Miami
1339,Hyundai,Palisade,2015,Silver,70000,28000,San Francisco
1340,Toyota,Sienna,2019,Red,55000,22000,Dallas
1341,Honda,Fit,2016,Gray,50000,21000,Atlanta
1342,Ford,Fusion,2017,White,45000,26000,Phoenix
1343,Chevrolet,Malibu,2016,Blue,30000,29000,Houston
1344,Hyundai,Venue,2018,Silver,35000,27000,Seattle
1345,Toyota,Yaris,2016,Black,55000,12000,Los Angeles
1346,Honda,HR-V,2018,White,50000,15000,New York
1347,Ford,EcoSport,2015,Red,40000,17000,Chicago
1348,Chevrolet,Spark,2015,Blue,60000,14000,Miami
1349,Hyundai,Accent,2016,Silver,55000,12000,San Francisco
1350,Toyota,Prius,2018,Gray,45000,18000,Dallas
1351,Honda,Civic,2015,White,35000,16000,Atlanta
1352,Ford,Fiesta,2017,Blue,55000,14000,Phoenix
1353,Chevrolet,Cruze,2020,Black,60000,12000,Houston
1354,Hyundai,Elantra,2017,Red,40000,15000,Seattle
1355,Toyota,Camry,2018,Silver,25000,19000,Los Angeles
1356,Honda,Accord,2018,White,30000,18000,New York
1357,Ford,Mustang,2019,Blue,65000,22000,Chicago
1358,Chevrolet,Camaro,2018,Red,55000,16000,Miami
1359,Hyundai,Genesis,2019,Black,50000,14000,San Francisco
1360,Toyota,Avalon,2016,Silver,55000,19000,Dallas
1361,Honda,Civic,2015,Gray,30000,23000,Atlanta
1362,Ford,Fusion,2015,White,40000,21000,Phoenix
1363,Chevrolet,Impala,2017,Blue,45000,18000,Houston
1364,Hyundai,Sonata,2020,Red,35000,20000,Seattle
1365,Toyota,Corolla,2017,Silver,60000,25000,Los Angeles
1366,Honda,CR-V,2017,White,55000,24000,New York
1367,Ford,Escape,2017,Blue,50000,23000,Chicago
1368,Chevrolet,Equinox,2015,Black,35000,28000,Miami
1369,Hyundai,Tucson,2020,Red,40000,25000,San Francisco
1370,Toyota,Rav22,2019,Gray,70000,27000,Dallas
1371,Honda,Pilot,2017,White,55000,22000,Atlanta
1372,Ford,Explorer,2016,Blue,50000,21000,Phoenix
1373,Chevrolet,Traverse,2018,Black,45000,26000,Houston
1374,Hyundai,Santa Fe,2018,Red,30000,29000,Seattle
1375,Toyota,4Runner,2020,Silver,35000,27000,Los Angeles
1376,Honda,Odyssey,2015,White,55000,12000,New York
1377,Ford,Edge,2016,Blue,50000,15000,Chicago
1378,Chevrolet,Tahoe,2016,Black,40000,17000,Miami
1379,Hyundai,Palisade,2018,Silver,60000,14000,San Francisco
1380,Toyota,Sienna,2015,Red,55000,12000,Dallas
1381,Honda,Fit,2018,Gray,50000,15000,Atlanta
1382,Ford,Fusion,2020,White,40000,17000,Phoenix
1383,Chevrolet,Malibu,2017,Blue,35000,14000,Houston
1384,Hyundai,Venue,2020,Silver,70000,12000,Seattle
1385,Toyota,Yaris,2018,Black,55000,15000,Los Angeles
1386,Toyota,Camry,2020,White,50000,17000,Los Angeles
1387,Honda,Civic,2016,Blue,40000,14000,New York
1388,Toyota,Camry,2015,White,45000,16000,Los Angeles
1389,Honda,Civic,2019,Blue,35000,18000,New York
1390,Ford,Focus,2017,Silver,60000,19000,Chicago
1391,Chevrolet,Cruze,2015,Red,50000,18000,Miami
1392,Hyundai,Elantra,2015,Black,40000,22000,San Francisco
1393,Toyota,Corolla,2019,Gray,35000,25000,Dallas
1394,Honda,Accord,2018,White,70000,18000,Atlanta
1395,Ford,Mustang,2017,Yellow,55000,19000,Phoenix
1396,Chevrolet,Impala,2020,Black,50000,17000,Houston
1397,Hyundai,Sonata,2020,Blue,45000,16000,Seattle
1398,Toyota,Rav23,2016,Gray,40000,18000,Los Angeles
1399,Honda,CR-V,2019,Red,35000,20000,New York
1400,Ford,Escape,2015,White,55000,19000,Chicago
1401,Chevrolet,Equinox,2017,Black,50000,23000,Miami
1402,Hyundai,Kona,2019,Blue,40000,21000,San Francisco
1403,Toyota,Highlander,2020,Silver,35000,24000,Dallas
1404,Honda,Pilot,2019,Gray,70000,20000,Atlanta
1405,Ford,Explorer,2016,White,55000,22000,Phoenix
1406,Chevrolet,Traverse,2017,Black,50000,24000,Houston
1407,Hyundai,Santa Fe,2015,Red,45000,23000,Seattle
1408,Toyota,4Runner,2016,Silver,40000,27000,Los Angeles
1409,Honda,Odyssey,2020,White,35000,25000,New York
1410,Ford,Edge,2018,Blue,70000,28000,Chicago
